amount_to_invest,risk_level,horizon,experience,preferred_sector,preferred_type,stock_allocation,mf_allocation,etf_allocation,recommended
471472,High,3,Beginner,"Tech,FMCG,Banking",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
489782,Low,2,Intermediate,"Infrastructure,Banking,Tech,FMCG","Stocks,MF",35,65,0,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""L&T"", ""symbol"": ""LT.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
223526,High,10,Beginner,Banking,"Stocks,MF,ETF",19,35,46,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
253729,Medium,4,Beginner,"Tech,Banking","Stocks,ETF",68,0,32,"{""stocks"": [{""name"": ""TCS"", ""symbol"": ""TCS.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
132650,Medium,9,Intermediate,"Banking,FMCG","MF,ETF",0,52,48,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
470946,High,7,Beginner,Tech,ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
30133,Medium,8,Intermediate,"Infrastructure,Tech",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
165540,Medium,8,Intermediate,"Tech,FMCG,Infrastructure,Banking",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
463551,Medium,13,Advanced,"Banking,Tech,Infrastructure","Stocks,MF,ETF",45,27,28,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}, {""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
265989,High,9,Intermediate,FMCG,Stocks,100,0,0,"{""stocks"": [{""name"": ""TCS"", ""symbol"": ""TCS.NS""}], ""mutual_funds"": [], ""etfs"": []}"
106852,Low,9,Advanced,"FMCG,Infrastructure,Banking,Tech","MF,ETF",0,48,52,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
50363,Low,4,Advanced,"Banking,Infrastructure,Tech","MF,ETF",0,71,29,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
23329,Medium,1,Beginner,Infrastructure,"Stocks,ETF",63,0,37,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
252565,Low,12,Intermediate,"FMCG,Tech",Stocks,100,0,0,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [], ""etfs"": []}"
249804,Medium,9,Advanced,Infrastructure,"Stocks,MF",34,66,0,"{""stocks"": [{""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
21846,Medium,9,Beginner,"FMCG,Banking,Infrastructure",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
329358,Medium,2,Advanced,Banking,"Stocks,MF",53,47,0,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
208939,High,7,Intermediate,Infrastructure,MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
117656,Medium,9,Intermediate,FMCG,"MF,ETF",0,57,43,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
389042,High,13,Advanced,"Banking,Infrastructure",Stocks,100,0,0,"{""stocks"": [{""name"": ""TCS"", ""symbol"": ""TCS.NS""}], ""mutual_funds"": [], ""etfs"": []}"
45263,High,9,Advanced,"FMCG,Tech,Infrastructure,Banking","MF,ETF",0,60,40,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
78878,High,12,Beginner,"Tech,FMCG","MF,ETF",0,69,31,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
243508,High,6,Advanced,"Tech,FMCG,Banking",Stocks,100,0,0,"{""stocks"": [{""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}, {""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [], ""etfs"": []}"
152676,Medium,11,Advanced,"Tech,FMCG,Banking",Stocks,100,0,0,"{""stocks"": [{""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [], ""etfs"": []}"
65809,Medium,8,Intermediate,"Banking,Tech",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
59554,Medium,7,Beginner,"Tech,Infrastructure,FMCG,Banking","Stocks,ETF",37,0,63,"{""stocks"": [{""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
353044,Medium,15,Advanced,Infrastructure,ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
220594,Medium,10,Advanced,"FMCG,Banking,Tech","MF,ETF",0,60,40,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
408211,High,7,Beginner,Banking,Stocks,100,0,0,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}], ""mutual_funds"": [], ""etfs"": []}"
355853,Medium,2,Intermediate,"Banking,FMCG,Tech,Infrastructure","Stocks,ETF",68,0,32,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
273506,Medium,6,Advanced,Infrastructure,"Stocks,MF",78,22,0,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}, {""name"": ""L&T"", ""symbol"": ""LT.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
147535,Low,13,Advanced,Banking,"MF,ETF",0,62,38,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
364787,Low,2,Intermediate,"Banking,Infrastructure,Tech,FMCG",Stocks,100,0,0,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [], ""etfs"": []}"
426353,Medium,6,Beginner,"Banking,Infrastructure","Stocks,ETF",57,0,43,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
265791,Medium,14,Advanced,"FMCG,Banking,Tech",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
157663,Low,15,Advanced,Infrastructure,MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
416831,High,15,Intermediate,"Tech,Banking,FMCG,Infrastructure","Stocks,ETF",58,0,42,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""L&T"", ""symbol"": ""LT.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
415433,High,8,Intermediate,"Infrastructure,Tech,FMCG","Stocks,ETF",75,0,25,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
272635,High,8,Intermediate,"Banking,Tech,FMCG",Stocks,100,0,0,"{""stocks"": [{""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [], ""etfs"": []}"
118414,High,5,Beginner,"Banking,Tech,FMCG,Infrastructure",Stocks,100,0,0,"{""stocks"": [{""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [], ""etfs"": []}"
78819,Low,14,Advanced,"FMCG,Infrastructure,Banking,Tech","Stocks,MF,ETF",25,31,44,"{""stocks"": [{""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}, {""name"": ""SBI"", ""symbol"": ""SBIN.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
389278,High,12,Intermediate,"Tech,Infrastructure,FMCG",Stocks,100,0,0,"{""stocks"": [{""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [], ""etfs"": []}"
184900,Medium,15,Intermediate,"Banking,Tech,Infrastructure,FMCG","Stocks,MF",41,59,0,"{""stocks"": [{""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
416868,Medium,5,Beginner,Banking,MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
486934,Medium,10,Beginner,Tech,Stocks,100,0,0,"{""stocks"": [{""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""L&T"", ""symbol"": ""LT.NS""}], ""mutual_funds"": [], ""etfs"": []}"
384383,Medium,5,Intermediate,"FMCG,Infrastructure","Stocks,MF,ETF",29,51,20,"{""stocks"": [{""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
489854,Low,6,Advanced,Banking,MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
149165,High,5,Beginner,Infrastructure,Stocks,100,0,0,"{""stocks"": [{""name"": ""TCS"", ""symbol"": ""TCS.NS""}], ""mutual_funds"": [], ""etfs"": []}"
366805,High,1,Beginner,"FMCG,Banking,Tech,Infrastructure","Stocks,MF",42,58,0,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
254161,Medium,3,Advanced,"Tech,Infrastructure,FMCG,Banking","Stocks,MF",75,25,0,"{""stocks"": [{""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
71793,High,8,Intermediate,"FMCG,Tech,Banking,Infrastructure","Stocks,MF",41,59,0,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
254158,High,8,Advanced,"FMCG,Infrastructure",Stocks,100,0,0,"{""stocks"": [{""name"": ""ITC"", ""symbol"": ""ITC.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}, {""name"": ""TCS"", ""symbol"": ""TCS.NS""}], ""mutual_funds"": [], ""etfs"": []}"
86076,Medium,8,Intermediate,Tech,MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
447696,High,3,Beginner,"Banking,Infrastructure","Stocks,MF,ETF",47,27,26,"{""stocks"": [{""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}, {""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
372602,Medium,6,Beginner,Banking,"MF,ETF",0,56,44,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
375567,High,13,Advanced,FMCG,"Stocks,MF,ETF",57,21,22,"{""stocks"": [{""name"": ""TCS"", ""symbol"": ""TCS.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
441458,Medium,13,Advanced,"Tech,Banking",Stocks,100,0,0,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}], ""mutual_funds"": [], ""etfs"": []}"
90972,High,1,Beginner,"Tech,Banking,FMCG,Infrastructure","Stocks,MF,ETF",48,25,27,"{""stocks"": [{""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
296192,High,11,Advanced,"Tech,Infrastructure,FMCG,Banking","Stocks,MF",68,32,0,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}, {""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
412122,High,3,Intermediate,"FMCG,Banking,Tech,Infrastructure",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}, {""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
323568,High,7,Intermediate,"Infrastructure,Tech","MF,ETF",0,49,51,"{""stocks"": [], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
299015,High,7,Advanced,"FMCG,Tech,Banking","Stocks,ETF",68,0,32,"{""stocks"": [{""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}, {""name"": ""SBI"", ""symbol"": ""SBIN.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
363783,Low,12,Intermediate,"Tech,Infrastructure","MF,ETF",0,23,77,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}, {""name"": ""Nifty 50 ETF"", ""symbol"": ""NIFTYBEES.NS""}]}"
169687,Medium,9,Advanced,Infrastructure,"Stocks,MF,ETF",54,32,14,"{""stocks"": [{""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
380852,Medium,8,Advanced,"Tech,Infrastructure",ETF,0,0,100,"{""stocks"": [], ""mutual_funds"": [], ""etfs"": [{""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
274821,Low,7,Advanced,"FMCG,Tech,Infrastructure,Banking",Stocks,100,0,0,"{""stocks"": [{""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}, {""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [], ""etfs"": []}"
138372,High,13,Intermediate,"FMCG,Tech",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
225033,High,13,Advanced,"Tech,Infrastructure,Banking","Stocks,MF",74,26,0,"{""stocks"": [{""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}], ""mutual_funds"": [{""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}, {""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": []}"
146140,Low,2,Intermediate,"Infrastructure,FMCG,Banking","Stocks,MF,ETF",63,11,26,"{""stocks"": [{""name"": ""TCS"", ""symbol"": ""TCS.NS""}, {""name"": ""SBI"", ""symbol"": ""SBIN.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
84404,Medium,6,Intermediate,"FMCG,Infrastructure,Banking,Tech","Stocks,MF",51,49,0,"{""stocks"": [{""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}, {""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}, {""name"": ""Axis Bank"", ""symbol"": ""AXISBANK.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
437761,Low,2,Advanced,"Banking,Tech,FMCG,Infrastructure","MF,ETF",0,23,77,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
125221,Low,2,Intermediate,"Infrastructure,Banking","Stocks,ETF",65,0,35,"{""stocks"": [{""name"": ""HUL"", ""symbol"": ""HINDUNILVR.NS""}, {""name"": ""SBI"", ""symbol"": ""SBIN.NS""}, {""name"": ""Infosys"", ""symbol"": ""INFY.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
247490,Medium,8,Intermediate,"Banking,Infrastructure,FMCG,Tech",Stocks,100,0,0,"{""stocks"": [{""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}], ""mutual_funds"": [], ""etfs"": []}"
305511,High,4,Beginner,"Tech,Banking,FMCG,Infrastructure",Stocks,100,0,0,"{""stocks"": [{""name"": ""Reliance Industries"", ""symbol"": ""RELIANCE.NS""}, {""name"": ""TCS"", ""symbol"": ""TCS.NS""}], ""mutual_funds"": [], ""etfs"": []}"
35499,High,11,Intermediate,"Infrastructure,Banking,Tech,FMCG","Stocks,MF",45,55,0,"{""stocks"": [{""name"": ""ICICI Bank"", ""symbol"": ""ICICIBANK.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}, {""name"": ""HDFC Hybrid Equity Fund - IDCW "", ""symbol"": ""119061""}], ""etfs"": []}"
305660,Medium,1,Beginner,"Banking,Infrastructure","Stocks,ETF",58,0,42,"{""stocks"": [{""name"": ""L&T"", ""symbol"": ""LT.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}, {""name"": ""Sensex ETF"", ""symbol"": ""SENSEXBEES.NS""}]}"
95268,Low,11,Advanced,"FMCG,Tech,Banking,Infrastructure",MF,0,100,0,"{""stocks"": [], ""mutual_funds"": [{""name"": ""Nippon India Small Cap Fund - Growth"", ""symbol"": ""113177""}], ""etfs"": []}"
466058,Medium,2,Advanced,"Banking,FMCG,Infrastructure,Tech","MF,ETF",0,57,43,"{""stocks"": [], ""mutual_funds"": [{""name"": ""ICICI Prudential US Bluechip Equity Fund - Direct Plan -IDCW"", ""symbol"": ""120185""}], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
336920,Low,10,Advanced,"Banking,Tech,FMCG","Stocks,ETF",71,0,29,"{""stocks"": [{""name"": ""HDFC Bank"", ""symbol"": ""HDFCBANK.NS""}, {""name"": ""ITC"", ""symbol"": ""ITC.NS""}], ""mutual_funds"": [], ""etfs"": [{""name"": ""Nifty Next 50 ETF"", ""symbol"": ""JUNIORBEES.NS""}]}"
